f-c2b6v-bctransit~squamishtransitsystem,http://bctransit.com/servlet/bctransit/data/GTFS%20-%20Squamish,CA,CA-BC,Squamish,BC Transit - Squamish Transit System,o-c2b6v-bctransit~squamishtransitsystem,bc-transit-squamish-transit-system,,,,,,
f-dr1b-harfordtransitlink,http://mdtrip.org/googletransit/Harford/google_transit.zip,US,US-MD,Harford County,Harford Transit LINK,o-dr1b-harfordtransitlink,harford-transit-link,,,,,,
f-c23p1-seattlechildrenshospitalshuttle,http://transitfeeds.com/link?u=http://developer.onebusaway.org/tmp/sound/gtfs/modified/98_gtfs.zip,US,US-WA,Seattle,Seattle Children's Hospital Shuttle,o-c23p1-seattlechildrenshospitalshuttle,seattle-childrens-hospital-shuttle,,,,,,
f-dj3-ecat~fl~us,http://data.trilliumtransit.com/gtfs/ecat-fl-us/ecat-fl-us.zip,US,US-FL,Pensacola,Escambia County Area Transit,o-dj3-escambiacountyareatransit,escambia-county-area-transit,,,,,,
f-f253-citsud~ouest,http://www.amt.qc.ca/xdata/citso/google_transit.zip,CA,CA-QC,,CIT Sud-ouest,o-f253-citsud~ouest,cit-sud-ouest,,,,,,
f-dng1-transitauthorityofrivercity,http://googletransit.ridetarc.org/feed/google_transit.zip,US,US-KY,Louisville,Transit Authority of River City,o-dng1-transitauthorityofrivercity,transit-authority-of-river-city,,,,,,
f-9q7-getbus,http://www.getbus.org/googletransit/google_transit.zip,US,US-CA,Bakersfield,Golden Empire Transit District,o-9q7-goldenempiretransitdistrict,golden-empire-transit-district,,,,,,
f-9x-bustang~co~us,http://data.trilliumtransit.com/gtfs/bustang-co-us/bustang-co-us.zip,US,US-CO,Denver,Bustang,o-9x-bustang,bustang,,,,,,
f-f257-citlaurentides,http://www.rtm.quebec/xdata/citla/google_transit.zip,CA,CA-QC,Montreal,CIT Laurentides,o-f257-citlaurentides,cit-laurentides,,,,,,
f-dr4-septa~rail,https://github.com/septadev/GTFS/releases/download/v20170618/gtfs_public.zip#google_rail.zip,US,US-PA,Philadelphia,SEPTA,o-dr4-septa,septa,,,,,,
f-9r-easternpoint~or~us,http://oregon-gtfs.com/gtfs_data/easternpoint-or-us/easternpoint-or-us.zip,US,US-OR,Bend,Eastern POINT,o-9r-easternpoint,eastern-point,,,,,,
f-c2kx-spokanetransitauthority,https://www.spokanetransit.com/gtfs,US,US-WA,Spokane,Spokane Transit Authority,o-c2kx-spokanetransitauthority,spokane-transit-authority,,,,,,
f-9q-easternsierra~ca~us,http://data.trilliumtransit.com/gtfs/easternsierra-ca-us/easternsierra-ca-us.zip,US,US-CA,Bishop,Eastern Sierra Transit Authority,o-9q-easternsierratransitauthority,eastern-sierra-transit-authority,,,,,,
f-9t9-suntran,http://www.suntran.com/GTFS/SuntranGTFS.zip,US,US-AZ,Tucson,SunTran,o-9t9-suntran,suntran,,,,,,
f-djfq-birminghamjeffersoncountytransitauthority,https://maxtransit.org/wp-content/uploads/2017/05/BJCTA_GTFS_0317.zip,US,US-AL, Birmingham,Birmingham Jefferson County Transit Authority,o-djfq-birminghamjeffersoncountytransitauthority,birmingham-jefferson-county-transit-authority,,,,,,
f-c0z-bctransit~rdntransitsystem,http://bctransit.com/servlet/bctransit/data/GTFS%20-%20Nanaimo,CA,CA-BC,Nanaimo,BC Transit - RDN Transit System,o-c0z-bctransit~rdntransitsystem,bc-transit-rdn-transit-system,,,,,,
f-9vxz-jatran~ms~us,http://data.trilliumtransit.com/gtfs/jatran-ms-us/jatran-ms-us.zip,US,US-MS,Jackson,JATRAN,o-9vxz-jatran,jatran,,,,,,
f-drq-freedomcruiseline~ma~us,http://data.trilliumtransit.com/gtfs/freedomcruiseline-ma-us/freedomcruiseline-ma-us.zip,US,US-MA,Cape Cod,Freedom Cruise Line,o-drq-freedomcruiseline,freedom-cruise-line,,,,,,
f-9px-cooscounty~or~us,http://oregon-gtfs.com/gtfs_data/cooscounty-or-us/cooscounty-or-us.zip,US,US-OR,Coos Bay,Coos County Area Transit,o-9px-cooscountyareatransit,coos-county-area-transit,,,,,,
f-dr7-nywaterway,https://s3.amazonaws.com/data.bytemark.co/nywaterway/nywaterway.zip,US,US-NY,New York City,NY Waterway,o-dr7-nywaterway,ny-waterway,,,,,,
f-9rb-cherriots,http://www.cherriots.org/developer/gtfs.zip,US,US-OR,Salem,Cherriots,o-9rb-cherriots,cherriots,,,,,,
f-dhx-tri~rail,http://www.tri-rail.com/GTDF/Current/google_transit.zip,US,US-FL,Miami,Tri-Rail,o-dhx-tri~rail,tri-rail,,,,,,
f-dn5bpr-atlanticstationshuttle,http://documents.atlantaregional.com/transitdata/gtfs_Atlantic.zip,US,US-GA,Atlanta,Atlantic Station Shuttle,o-dn5bpr-atlanticstationshuttle,atlantic-station-shuttle,,,,,,
f-dhw-browardcountytransit,http://www.broward.org/bct/google/latest/google_transit.zip,US,US-FL,Fort Lauderdale,Broward County Transit,o-dhw-browardcountytransit,broward-county-transit,,,,,,
f-9qbdx-santarosacitybus,ftp://ftp.ci.santa-rosa.ca.us/SantaRosaCityBus/google_transit.zip,US,US-CA,Santa Rosa,CityBus,o-9qbdx-santarosacitybus,citybus,,,,,,
f-drq-capecodregionaltransitauthorityccrta,http://data.trilliumtransit.com/gtfs/capecod-ma-us/capecod-ma-us.zip,US,US-MA,Cape Cod,Cape Cod Regional Transit Authority,o-drq-capecodregionaltransitauthorityccrta,cape-cod-regional-transit-authority,,,,,,
f-f256-mrcdedeux~montagnes,http://www.amt.qc.ca/xdata/mrc2m/google_transit.zip,CA,CA-QC,Montreal,MRC de Deux-Montagnes,o-f256-mrcdedeux~montagnes,mrc-de-deux-montagnes,,,,,,
f-9qh0-anaheim~ca~us,http://data.trilliumtransit.com/gtfs/anaheim-ca-us/anaheim-ca-us.zip,US,US-CA,Los Angeles,Anaheim Resort Transportation,o-9qh0-anaheimresorttransportation,anaheim-resort-transportation,,,,,,
f-9vg-dallasarearapidtransit,http://www.dart.org/transitdata/latest/google_transit.zip,US,US-TX,Dallas,Dallas Area Rapid Transit,o-9vg-dallasarearapidtransit,dallas-area-rapid-transit,,,,,,
f-9qh-omnitrans,http://www.omnitrans.org/google/google_transit.zip,US,US-CA,San Bernardino,OmniTrans,o-9qh-omnitrans,omnitrans,,,,,,
f-drs-franklinregionaltransitauthority,http://www.massdot.state.ma.us/Portals/0/docs/developers/frta_google_transit.zip,US,US-MA,Amherst,Franklin Regional Transit Authority,o-drs-franklinregionaltransitauthority,franklin-regional-transit-authority,,,,,,
f-9q9p-ccctaorg,http://data.trilliumtransit.com/gtfs/ccta-vt-us/ccta-vt-us.zip,US,US-CA,San Francisco Bay Area,County Connection,o-9q9p-countyconnection,county-connection,,,,,,
f-9vk-metropolitantransitauthorityofharriscounty,http://www.ridemetro.org/Downloads/google_transit.zip,US,US-TX,Houston,Metropolitan Transit Authority of Harris County,o-9vk-metropolitantransitauthorityofharriscounty,metropolitan-transit-authority-of-harris-county,,,,,,
f-dpeg-capitalareatransportationauthority,http://developers.cata.org/gtfsdownload.ashx?key=5b4690ed-0a69-4320-897b-7d92def4b96f&data=base,US,US-MI,Lansing,Capital Area Transportation Authority,o-dpeg-capitalareatransportationauthority,capital-area-transportation-authority,,,,,,
f-dpz-gotransit,http://www.gotransit.com/publicroot/gtfs/google_transit.zip,CA,CA-ON,Toronto,GO Transit,o-dpz-gotransit,go-transit,,,,,,
f-u3qc-metrowarszawskie,http://otp-pl.tk/feed/metro/metro-latest.zip,PL,PL-MZ,Warsaw,Metro Warszawskie,o-u3qc-metrowarszawskie,metro-warszawskie,,,,,,
f-dj75-baytowntrolley~fl~us,http://data.trilliumtransit.com/gtfs/baytowntrolley-fl-us/baytowntrolley-fl-us.zip,US,US-FL,Panama City,Bay Town Trolley,o-dj75-baytowntrolley,bay-town-trolley,,,,,,
f-u0-sncf~tram~train~ter,https://ressources.data.sncf.com/explore/dataset/sncf-tram-train-ter-pdl-gtfs/files/f517d7646d71f8ad65f496835bd569c8/download/,FR,,,SNCF,o-u-sncf,sncf,,,,,,
f-dnh-marta,http://www.itsmarta.com/google_transit_feed/google_transit.zip,US,US-GA,Atlanta,Metropolitan Atlanta Rapid Transit Authority,o-dnh-metropolitanatlantarapidtransitauthority,metropolitan-atlanta-rapid-transit-authority,,,,,,
f-9pz-lincolncounty~or~us,http://oregon-gtfs.com/gtfs_data/lincolncounty-or-us/lincolncounty-or-us.zip,US,US-OR,Newport,Lincoln County Transit,o-9pz-lincolncountytransit,lincoln-county-transit,,,,,,
f-c29r-bctransit~chilliwacktransitsystem,http://bctransit.com/servlet/bctransit/data/GTFS%20-%20Chilliwack,CA,CA-BC,Chilliwack,BC Transit - Chilliwack Transit System,o-c29r-bctransit~chilliwacktransitsystem,bc-transit-chilliwack-transit-system,,,,,,
f-9rc-cascadeseast~or~us,http://oregon-gtfs.com/gtfs_data/cascadeseast-or-us/cascadeseast-or-us.zip,US,US-OR,Bend,Cascades East Transit,o-9rc-cascadeseasttransit,cascades-east-transit,,,,,,
f-f25g-omitsainte~julie,http://www.rtm.quebec/xdata/omitsju/google_transit.zip,CA,CA-QC,Montreal,OMIT Sainte-Julie,o-f25g-omitsainte~julie,omit-sainte-julie,,,,,,
f-dxfy-halifaxtransit~hrm,http://gtfs.halifax.ca/static/google_transit.zip,CA,CA-NS,Halifax,Halifax Transit,o-dxfy-halifaxtransit~hrm,halifax-transit,,,,,,
f-tf34-metropolitantransportcorporation,https://github.com/transitland/gtfs-archives-not-hosted-elsewhere/blob/master/mtc_chennai.zip?raw=true#mtc_chennai,IN,IN-TN,Chennai,Metropolitan Transport Corporation,o-tf34-metropolitantransportcorporation,metropolitan-transport-corporation,,,,,,
f-9qb-smart,http://api.511.org/transit/datafeeds?api_key=e74ef98b-6e66-4d18-92be-e06755664137&operator_id=SA,US,US-CA,San Francisco Bay Area,SMART,o-9qb-smart,smart,,,,,,
f-9r4-rtcride,http://www.rtcwashoe.com/googletransit/latest/google_transit.zip,US,US-NV,Reno,Regional Transportation Commission,o-9r4-rtcride,rtc-ride,,,,,,
f-c21-hoodriver~or~us,http://oregon-gtfs.com/gtfs_data/hoodriver-or-us/hoodriver-or-us.zip,US,US-OR,Hood River,Columbia Area Transit,o-c21-columbiaareatransit,columbia-area-transit,,,,,,
f-c2pvx-butte~mt~us,http://data.trilliumtransit.com/gtfs/butte-mt-us/butte-mt-us.zip,US,US-MT,Butte,Butte-Silver Bow,o-c2pvx-butte~silverbow,butte-silver-bow,,,,,,
f-9qh-metrolinktrains,http://www.metrolinktrains.com/content/google_transit.zip,US,US-CA,Los Angeles,Metrolink,o-9qh-metrolinktrains,metrolink,,,,,,
f-9q8zm-blue~goldfleet,http://api.511.org/transit/datafeeds?api_key=e74ef98b-6e66-4d18-92be-e06755664137&operator_id=BG,US,US-CA,San Francisco Bay Area,Blue & Gold Fleet,o-9q8zm-blue~goldfleet,blue-gold-fleet,,,,,,
f-dp3-pace,http://www.pacebus.com/gtfs/gtfs.zip,US,US-IL,Chicago,Pace Suburban Bus,o-dp3-pace,pace-suburban-bus-service,,,,,,
f-dr5r-mtabc,http://web.mta.info/developers/data/busco/google_transit.zip,US,US-NY,New York City,MTA New York City Transit,o-dr5r-nyct,mta-new-york-city-transit,,,,,,
f-f25d-citlerichelain,http://www.rtm.quebec/xdata/citlr/google_transit.zip,CA,CA-QC,Montrí©al,CIT Le Richelain,o-f25d-citlerichelain,cit-le-richelain,,,,,,
f-9qc-sanjoaquinrtd,http://sanjoaquinrtd.com/RTD-GTFS/RTD-GTFS.zip,US,US-CA,Stockton,San Joaquin Regional Transit District,o-9qc-sanjoaquinregionaltransitdistrictrtd,san-joaquin-regional-transit-district-rtd,,,,,,
f-9r92-basin~or~us,http://oregon-gtfs.com/gtfs_data/basin-or-us/basin-or-us.zip,US,US-OR,Klamath Falls,Basin Transit Service,o-9r92-basintransitservice,basin-transit-service,,,,,,
f-c20-trimet,http://developer.trimet.org/schedule/gtfs.zip,US,US-OR,Portland,Tri-County Metropolitan Transportation District of Oregon, Portland Streetcar, Portland Aerial Tram,o-c20-trimet, o-c20fb-portlandstreetcar, o-c20fb6-portlandaerialtram,trimet,,
f-dppn-portauthorityofalleghenycounty,http://www.portauthority.org/GeneralTransitFeed/general_transit_Bing.zip,US,US-PA,Pittsburgh,Port Authority of Allegheny County,o-dppn-portauthorityofalleghenycounty,port-authority-of-allegheny-county,,,,,,
f-9rb-eugenetocoosbay~or~us,http://oregon-gtfs.com/gtfs_data/eugenetocoosbay-or-us/eugenetocoosbay-or-us.zip,US,US-OR,Eugene,Eugene to Coos Bay,o-9rb-eugenetocoosbay,eugene-to-coos-bay,,,,,,
f-9qh2s-corona~ca~us,http://data.trilliumtransit.com/gtfs/corona-ca-us/corona-ca-us.zip,US,US-CA,Los Angeles,Corona Cruiser,o-9qh2s-coronacruiser,corona-cruiser,,,,,,
f-dq9-hrt,http://googletf.gohrt.com/google_transit.zip,US,US-VA,Hampton Roads,Hampton Roads Transit (HRT),o-dq9-hamptonroadstransithrt,hampton-roads-transit-hrt,,,,,,
f-9qb-mendocino~ca~us,http://data.trilliumtransit.com/gtfs/mendocino-ca-us/mendocino-ca-us.zip,US,US-CA,Mendocino,Mendocino Transit Authority,o-9qb-mendocinotransitauthority,mendocino-transit-authority,,,,,,
f-dp89-beloittransit~wi~us,http://data.trilliumtransit.com/gtfs/beloittransit-wi-us/beloittransit-wi-us.zip,US,US-WI,Beloit,Beloit Transit System,o-dp89-beloittransitsystem,beloit-transit-system,,,,,,
f-bdvk-anchoragepeoplemover,http://gtfs.muni.org/People_Mover.gtfs.zip,US,US-AK,Anchorage,Anchorage People Mover,o-bdvk-anchoragepeoplemover,anchorage-people-mover,,,,,,
f-dp3-metra,https://www.rtachicago.com/files/gtfs/gtfsMETRA.zip,US,US-IL,Chicago,Metra,o-dp3-metra,metra,,,,,,
f-9r2-southwestpoint~or~us,http://oregon-gtfs.com/gtfs_data/southwestpoint-or-us/southwestpoint-or-us.zip,US,US-OR,Klamath Falls,SouthWest POINT,o-9r2-southwestpoint,the-shuttle-inc,,,,,,
f-dpsb-transitwindsor,https://github.com/transitland/gtfs-archives-not-hosted-elsewhere/blob/master/windsor_ontario.zip?raw=true,CA,CA-ON,Windsor,Transit Windsor,o-dpsb-transitwindsor,transit-windsor,,,,,,
f-dhv-sarasotacountyareatransit,https://www.scgov.net/SCAT/Google/sarasotacounty-fl-us2016Nov.zip,US,US-FL,Sarasota,Sarasota County Area Transit,o-dhv-sarasotacountyareatransit,sarasota-county-area-transit,,,,,,
f-dps2-annarborareatransportationauthority,http://www.theride.org/google/google_transit.zip,US,US-MI,Ann Arbor,Ann Arbor Area Transportation Authority,o-dps2-annarborareatransportationauthority,ann-arbor-area-transportation-authority,,,,,,
f-9q9p3-datatrilliumtransitcom,http://data.trilliumtransit.com/gtfs/beartransit-ca-us/beartransit-ca-us.zip,US,US-CA,Berkeley,University of California Berkeley Shuttle,o-9q9p3-beartransit~ucberkeleyshuttle,bear-transit-uc-berkeley-shuttle,,,,,,
f-djq-sunshinebuscompany~fl~us,http://data.trilliumtransit.com/gtfs/sunshinebuscompany-fl-us/sunshinebuscompany-fl-us.zip,US,US-FL,St. Augustine,Sunshine Bus Company,o-djq-sunshinebuscompany,sunshine-bus-company,,,,,,
f-9q5-metro~losangeles~rail,https://gitlab.com/LACMTA/gtfs_rail/raw/master/gtfs_rail.zip,US,US-CA,Los Angeles,Los Angeles County Metropolitan Transportation Authority,o-9q5-metro~losangeles,la-metro,,,,,,
f-9qcs-rosevilletransit,http://iportal.sacrt.com/GTFS/Roseville/google_transit.zip,US,US-CA,Roseville,Roseville Transit,o-9qcs-rosevilletransit,roseville-transit,,,,,,
f-9wvk-mountainmetropolitantransit,https://coloradosprings.gov/sites/default/files/google-transit.zip,US,US-CO,Colorado Springs,Mountain Metropolitan Transit,o-9wvk-mountainmetropolitantransit,mountain-metropolitan-transit,,,,,,
f-f25f-rseaudetransportdelongueuil,http://www.rtl-longueuil.qc.ca/transit/latestfeed/RTL.zip,CA,CA-QC,Montreal,Rí©seau de transport de Longueuil,o-f25f-rseaudetransportdelongueuil,rseau-de-transport-de-longueuil,,,,,,
f-dnjj-clemson~sc~us,http://data.trilliumtransit.com/gtfs/clemson-sc-us/clemson-sc-us.zip,US,US-SC,Clemson,Clemson Area Transit,o-dnjj-clemsonareatransit,clemson-area-transit,,,,,,
f-9pzdp-rhodyexpress~or~us,http://oregon-gtfs.com/gtfs_data/rhodyexpress-or-us/rhodyexpress-or-us.zip,US,US-OR,Florence,Rhody Express,o-9pzdp-rhodyexpress,rhody-express,,,,,,
f-ezty-metrobilbao,ftp://ftp.geo.euskadi.net/cartografia/Transporte/Moveuskadi/MetroBilbao/google_transit.zip,ES,ES-PV,Bilbao,Metro Bilbao,o-ezty-metrobilbao,metro-bilbao,,,,,,
f-9r4-lassen~ca~us,http://data.trilliumtransit.com/gtfs/lassen-ca-us/lassen-ca-us.zip,US,US-CA,Lassen County,Lassen Rural Bus,o-9r4-lassenruralbus,lassen-rural-bus,,,,,,
f-dhx-palmtran,http://www.palmtran.org/feed/google_transit.zip,US,US-FL,West Palm Beach,Palm Tran,o-dhx-palmtran,palm-tran,,,,,,
f-9w-elevatedtransit~ut~us,http://data.trilliumtransit.com/gtfs/elevatedtransit-ut-us/elevatedtransit-ut-us.zip,US,US-UT,Salt Lake City,Elevated Transit,o-9w-elevatedtransit,elevated-transit,,,,,,
f-dqcjj-arlingtontransit,http://realtime.commuterpage.com/rtt/public/utility/gtfs.aspx,US,US-VA,Washington DC,Arlington Transit,o-dqcjj-arlingtontransit,arlington-transit,,,,,,
f-djf8-montgomerytransit~al~us,http://data.trilliumtransit.com/gtfs/montgomerytransit-al-us/montgomerytransit-al-us.zip,US,US-AL,Montgomery,Montgomery Transit,o-djf8-montgomerytransit,montgomery-transit,,,,,,
f-9qce-sacramentoregionaltransit,http://iportal.sacrt.com/GTFS/SRTD/google_transit.zip,US,US-CA,Sacramento,Sacramento Regional Transit,o-9qce-sacramentoregionaltransit,sacramento-regional-transit,,,,,,
f-9q5c-bigbluebus,http://gtfs.bigbluebus.com/current.zip,US,US-CA,Santa Monica,Big Blue Bus,o-9q5c-bigbluebus,big-blue-bus,,,,,,
f-dngy-transitauthorityofnorthernkentucky,http://caistage.nku.edu/tankgoogletransit/google_transit.zip,US,US-KY,Cincinnati,Transit Authority of Northern Kentucky,o-dngy-transitauthorityofnorthernkentucky,transit-authority-of-northern-kentucky,,,,,,
f-dr5r-nyctsubway,http://web.mta.info/developers/data/nyct/subway/google_transit.zip,US,US-NY,New York City,MTA New York City Transit,o-dr5r-nyct,mta-new-york-city-transit,,,,,,
f-9r4-plumas~ca~us,http://data.trilliumtransit.com/gtfs/plumas-ca-us/plumas-ca-us.zip,US,US-CA,Plumas County,Plumas Transit,o-9r4-plumastransit,plumas-transit,,,,,,
f-dqcq-regionaltransportationagencyofcentralmaryland,http://mdtrip.org/googletransit/RTA/google_transit.zip,US,US-MD,,Regional Transportation Agency of Central Maryland,o-dqcq-regionaltransportationagencyofcentralmaryland,regional-transportation-agency-of-central-maryland,,,,,,
f-spv-lignesdazur,http://opendata.nicecotedazur.org/data/dataset/export-quotidien-au-format-gtfs-du-reseau-de-transport-lignes-d-azur/resource/aacb4eea-d008-4b13-b17a-848b8ced7e03/download,FR,FR-U,Nice,Lignes d'Azur,o-spv-lignesdazur,lignes-dazur,,,,,,
f-c23-soundtransit,http://developer.onebusaway.org/tmp/sound/gtfs/modified/40_gtfs.zip,US,US-WA,Seattle,Sound Transit,o-c23-soundtransit,sound-transit,,,,,,
f-9w0md-cottonwood~az~us,http://data.trilliumtransit.com/gtfs/cottonwood-az-us/cottonwood-az-us.zip,US,US-AZ,Cottonwood,Cottonwood Area Transit,o-9w0md-cottonwoodareatransit,cottonwood-area-transit,,,,,,
f-rb6b-metrochristchurch,http://rtt.metroinfo.org.nz/rtt/public/utility/gtfs.aspx,NZ,NZ-CAN,Christchurch,Metro Christchurch,o-rb6b-metrochristchurch,metro-christchurch,,,,,,
f-9v1z-viametropolitantransit,http://www.viainfo.net/BusService/google_transit.zip,US,US-TX,San Antonio,VIA Metropolitan Transit,o-9v1z-viametropolitantransit,via-metropolitan-transit,,,,,,
f-cbq6-duluthtransitauthority,http://www.duluthtransit.com/gtf/google_transit.zip,US,US-MN,Duluth,Duluth Transit Authority,o-cbq6-duluthtransitauthority,duluth-transit-authority,,,,,,
f-sp-trenitaliaspa,http://dati.toscana.it/dataset/8bb8f8fe-fe7d-41d0-90dc-49f2456180d1/resource/71303a3a-9859-415e-8478-9a354b726774/download/trenitalia.gtfs_31672987-5f43-45e1-b370-e5d20303f66a.zip,IT,,,Trenitalia,o-s-trenitalia,trenitalia,,,,,,
f-f08e-thunderbaytransit,http://api.nextlift.ca/gtfs.zip,CA,CA-ON,Thunder Bay,Thunder Bay Transit,o-f08e-thunderbaytransit,thunder-bay-transit,,,,,,
f-f25d-citroussillon,http://www.amt.qc.ca/xdata/citrous/google_transit.zip,CA,CA-QC,,CIT Roussillon,o-f25d-citroussillon,cit-roussillon,,,,,,
f-9qhf-bigbear~ca~us,http://data.trilliumtransit.com/gtfs/bigbear-ca-us/bigbear-ca-us.zip,US,US-CA,San Bernardino County,Mountain Transit,o-9qhf-mountaintransit,mountain-transit,,,,,,
f-c3x-edmontontransitsystem,https://data.edmonton.ca/download/gzhc-5ss6/application/zip,CA,CA-AB,Edmonton,Edmonton Transit System,o-c3x-edmontontransitsystem,edmonton-transit-system,,,,,,
f-9zmk-desmoinesarearegionaltransitauthority,http://api.ridedart.com/gtfs/file?key=ef0bd8fa9ef652bcfaea713da3b64078,US,US-IA,Des Moines,Des Moines Area Regional Transit Authority,o-9zmk-desmoinesarearegionaltransitauthority,des-moines-area-regional-transit-authority,,,,,,
f-drs-thebus~vt~us,http://data.trilliumtransit.com/gtfs/thebus-vt-us/thebus-vt-us.zip,US,US-VT,Rutland,The Bus (Marble Valley metroal Transit District),o-drs-thebusmarblevalleymetroaltransitdistrict,the-bus-marble-valley-regional-transit-district,,,,,,
f-dpsc-detroitdepartmentoftransportation,https://s3.amazonaws.com/localdata-public/ddot/ddot_gtfs.zip,US,US-MI,Detroit,Detroit Department of Transportation,o-dpsc-detroitdepartmentoftransportation,detroit-department-of-transportation,,,,,,
f-c342-bctransit~kamloopstransitsystem,http://bctransit.com/servlet/bctransit/data/GTFS%20-%20Kamloops,CA,CA-BC,Kamloops,BC Transit - Kamloops Transit System,o-c342-bctransit~kamloopstransitsystem,bc-transit-kamloops-transit-system,,,,,,
f-9q9-scmtdcom,http://scmtd.com/google_transit/google_transit.zip,US,US-CA,Santa Cruz,Santa Cruz Metropolitan Transit District,o-9q9-santacruzmetro,santa-cruz-metro,,,,,,
f-dphg-centralohiotransitauthority,http://www.cota.com/COTA/media/COTAContent/OpenGTFSData.zip,US,US-OH,Columbus,Central Ohio Transit Authority,o-dphg-centralohiotransitauthority,central-ohio-transit-authority,,,,,,
f-dp8d-jts~wi~us,http://data.trilliumtransit.com/gtfs/jts-wi-us/jts-wi-us.zip,US,US-WI,Janesville,Janesville Transit System,o-dp8d-janesvilletransitsystem,janesville-transit-system,,,,,,
f-u0nkbh2-aziendavaresinatrasporti,http://www.avtvarese.it/google_transit.zip,IT,IT-25,,Azienda Varesina Trasporti,o-u0nkbh2-aziendavaresinatrasporti,azienda-varesina-trasporti,,,,,,
f-9y69-embark,http://embarkok.com/data/gtfs/google_transit.zip,US,US-OK,Oklahoma City,Embark,o-9y69-embark,embark,,,,,,
f-9whp-abqride,http://data.cabq.gov/transit/gtfs/google_transit.zip,US,US-NM,Albuquerque,ABQ RIDE,o-9whp-abqride,abq-ride,,,,,,
f-c26-linktransit~wa~us,http://data.trilliumtransit.com/gtfs/linktransit-wa-us/linktransit-wa-us.zip,US,US-WA,Wenatchee,Link Transit,o-c26-linktransit,link-transit,,,,,,
f-9x0-uta,https://gtfsfeed.rideuta.com/GTFS.zip,US,US-UT,Salt Lake City,Utah Transit Authority,o-9x0-utahtransitauthority,utah-transit-authority,,,,,,
f-dn4m-huntsvilleshuttle,http://maps.hsvcity.com/GoogleTransit/google_transit.zip,US,US-AL,Huntsville,Huntsville Shuttle,o-dn4m-huntsvilleshuttle,huntsville-shuttle,,,,,,
f-c28-jeffersontransitauthority,http://mjcaction.com/MJC_GTFS_Public/jefferson_google_transit.zip,US,US-WA,Port Townsend,Jefferson Transit Authority,o-c28-jeffersontransitauthority,jefferson-transit-authority,,,,,,
